timestamp,open,high,low,close,volume
2025-08-22 21:00:00,0.9369,0.9426,0.9327,0.9378,12850114.4
2025-08-22 22:00:00,0.938,0.9387,0.927,0.9281,10547077.6
2025-08-22 23:00:00,0.928,0.9337,0.9271,0.9314,7104466.5
2025-08-23 00:00:00,0.9315,0.933,0.922,0.922,6465564.9
2025-08-23 01:00:00,0.9221,0.9247,0.9053,0.912,15773531.6
2025-08-23 02:00:00,0.9121,0.9132,0.8912,0.9012,16247646.9
2025-08-23 03:00:00,0.9012,0.9048,0.8968,0.9007,5982540.8
2025-08-23 04:00:00,0.9007,0.9139,0.9004,0.9133,11013226.9
2025-08-23 05:00:00,0.9132,0.939,0.91,0.93,18872017.3
2025-08-23 06:00:00,0.93,0.9361,0.9264,0.9338,9936235.7
2025-08-23 07:00:00,0.9337,0.9373,0.9244,0.926,7792047.2
2025-08-23 08:00:00,0.926,0.9297,0.918,0.9204,7521812.8
2025-08-23 09:00:00,0.9204,0.922,0.9146,0.9205,5881396.0
2025-08-23 10:00:00,0.9205,0.9208,0.9107,0.911,4416822.7
2025-08-23 11:00:00,0.9111,0.9177,0.9103,0.9156,3732131.2
2025-08-23 12:00:00,0.9156,0.9177,0.9089,0.9119,5181564.6
2025-08-23 13:00:00,0.9119,0.9173,0.9081,0.9136,7199748.2
2025-08-23 14:00:00,0.9137,0.9218,0.9097,0.9119,7139146.8
2025-08-23 15:00:00,0.9119,0.9175,0.9113,0.915,3070945.9
2025-08-23 16:00:00,0.915,0.9159,0.908,0.9118,4424045.5
2025-08-23 17:00:00,0.9119,0.9132,0.9093,0.9096,3986766.1
2025-08-23 18:00:00,0.9097,0.9141,0.9093,0.9131,2520378.7
2025-08-23 19:00:00,0.9131,0.9141,0.9118,0.9132,1995315.1
2025-08-23 20:00:00,0.9131,0.9141,0.9093,0.9125,4275557.6
2025-08-23 21:00:00,0.9124,0.9124,0.9065,0.909,3865456.1
2025-08-23 22:00:00,0.9091,0.915,0.9089,0.9147,2799990.0
2025-08-23 23:00:00,0.9148,0.9177,0.912,0.9143,3120540.4
2025-08-24 00:00:00,0.9142,0.9207,0.9133,0.9162,4611459.5
2025-08-24 01:00:00,0.9163,0.9206,0.9114,0.9172,3356624.2
2025-08-24 02:00:00,0.9172,0.9219,0.9133,0.9145,5937302.0
2025-08-24 03:00:00,0.9146,0.9168,0.9096,0.9151,3321880.6
2025-08-24 04:00:00,0.9152,0.9193,0.9131,0.919,3921564.4
2025-08-24 05:00:00,0.919,0.9196,0.9123,0.9148,2122277.6
2025-08-24 06:00:00,0.9149,0.9149,0.9023,0.9028,7094054.6
2025-08-24 07:00:00,0.9027,0.9115,0.9021,0.904,5481767.8
2025-08-24 08:00:00,0.9041,0.9096,0.9007,0.9065,4404883.8
2025-08-24 09:00:00,0.9065,0.9083,0.8994,0.8999,5407127.3
2025-08-24 10:00:00,0.8999,0.9002,0.8888,0.8923,9005913.8
2025-08-24 11:00:00,0.8922,0.895,0.8881,0.8925,5734029.5
2025-08-24 12:00:00,0.8924,0.8978,0.8919,0.8975,3250906.4
2025-08-24 13:00:00,0.8975,0.9005,0.895,0.8961,3983916.3
2025-08-24 14:00:00,0.8961,0.9022,0.8916,0.9007,6141670.5
2025-08-24 15:00:00,0.9007,0.908,0.8967,0.8992,9566843.1
